annotation;text;concept;chapter
spontaneous generation;iam in carne exanima;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;iam in carne exanima;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
historical character;Sulla;https://opentheso.huma-num.fr/?idc=105806&idt=th310;PLINE-11-annotéIPL
historical character;Alcman;https://opentheso.huma-num.fr/?idc=105806&idt=th310;PLINE-11-annotéIPL
Alcman;Alcman;https://opentheso.huma-num.fr/?idc=pcrtj2nMTJw5fg&idt=th310;PLINE-11-annotéIPL
anecdote;qua foeditate et Sulla dictator et Alcman ex clarissimis Graeciae poetis obiere;https://opentheso.huma-num.fr/?idc=105320&idt=th310;PLINE-11-annotéIPL
parasite of man;et viventium quoque hominum et capillo, qua foeditate et Sulla dictator et Alcman ex clarissimis Graeciae poetis obiere.;https://opentheso.huma-num.fr/?idc=105619&idt=th310;PLINE-11-annotéIPL
louse;et viventium quoque hominum et capillo, qua foeditate et Sulla dictator et Alcman ex clarissimis Graeciae poetis obiere.;https://opentheso.huma-num.fr/?idc=107966&idt=th310;PLINE-11-annotéIPL
bird;aves;https://opentheso.huma-num.fr/?idc=5035&idt=th310;PLINE-11-annotéIPL
hygiene;nisi pulverantes;https://opentheso.huma-num.fr/?idc=105911&idt=th310;PLINE-11-annotéIPL
pheasant;phasianas vero inter-  [[115]] emit nisi pulverantes sese;https://opentheso.huma-num.fr/?idc=107968&idt=th310;PLINE-11-annotéIPL
ass;asinum tantum inmunem hoc malo credunt;https://opentheso.huma-num.fr/?idc=pcrt1eSDN7pc4r&idt=th310;PLINE-11-annotéIPL
sheep;inmunem hoc malo credunt et oves;https://opentheso.huma-num.fr/?idc=pcrtDtJwUVaZ0I&idt=th310;PLINE-11-annotéIPL
parasitism;"hoc quidem et aves infestat, phasianas vero inter-  [[115]] emit nisi pulverantes sese; pilos habentium asinum tantum inmunem hoc malo credunt et oves.";https://opentheso.huma-num.fr/?idc=105521&idt=th310;PLINE-11-annotéIPL
louse;"hoc quidem et aves infestat, phasianas vero inter-  [[115]] emit nisi pulverantes sese; pilos habentium asinum tantum inmunem hoc malo credunt et oves.";https://opentheso.huma-num.fr/?idc=107966&idt=th310;PLINE-11-annotéIPL
wolf;interemptarum a lupis ovium;https://opentheso.huma-num.fr/?idc=pcrtnvLSUa7dJG&idt=th310;PLINE-11-annotéIPL
sheep;interemptarum a lupis ovium;https://opentheso.huma-num.fr/?idc=pcrtDtJwUVaZ0I&idt=th310;PLINE-11-annotéIPL
predation;interemptarum a lupis ovium;https://opentheso.huma-num.fr/?idc=105522&idt=th310;PLINE-11-annotéIPL
death;interemptarum a lupis ovium;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
spontaneous generation;gignuntur autem et vestis genere, praecipue lanicio interemptarum a lupis ovium.;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;gignuntur autem et vestis genere, praecipue lanicio interemptarum a lupis ovium.;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
wool;gignuntur autem et vestis genere, praecipue lanicio interemptarum a lupis ovium.;https://opentheso.huma-num.fr/?idc=pcrtDfHvvnBWz7&idt=th310;PLINE-11-annotéIPL
habitat;aquas quoque quasdam, quibus lavemur;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
human space;aquas quoque quasdam, quibus lavemur;https://opentheso.huma-num.fr/?idc=108018&idt=th310;PLINE-11-annotéIPL
water;aquas quoque quasdam, quibus lavemur;https://opentheso.huma-num.fr/?idc=107576&idt=th310;PLINE-11-annotéIPL
spontaneous generation;aquas quoque quasdam, quibus lavemur, fertiliores eius generis;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
intellectual authority;aquas quoque quasdam, quibus lavemur, fertiliores eius generis invenio apud auctores;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;aquas quoque quasdam, quibus lavemur, fertiliores eius generis invenio apud auctores;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
size;minimum;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
spontaneous generation;cum etiam cerae id gignant quod animali<um> minimum existimatur;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;cum etiam cerae id gignant quod animali<um> minimum existimatur;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
wax;cum etiam cerae id gignant quod animali<um> minimum existimatur;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
little insect born from wax;cum etiam cerae id gignant quod animali<um> minimum existimatur.;https://opentheso.huma-num.fr/?idc=107970&idt=th310;PLINE-11-annotéIPL
spontaneous generation;generantur sordibus aridi soli;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
hind leg;posteriorum lascivia crurum;https://opentheso.huma-num.fr/?idc=105153&idt=th310;PLINE-11-annotéIPL
petaurista;alia rursus generantur sordibus aridi soli, posteriorum lascivia crurum petaurist<ae>;https://opentheso.huma-num.fr/?idc=107972&idt=th310;PLINE-11-annotéIPL
humidity;umido;https://opentheso.huma-num.fr/?idc=105647&idt=th310;PLINE-11-annotéIPL
habitat;in cavernis;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
cave;in cavernis;https://opentheso.huma-num.fr/?idc=pcrtHcRTVDR1pt&idt=th310;PLINE-11-annotéIPL
spontaneous generation;pulvere umido in cavernis;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
flying animal;alia pulvere umido in cavernis volucria;https://opentheso.huma-num.fr/?idc=106749&idt=th310;PLINE-11-annotéIPL
flying animal born from dust;alia pulvere umido in cavernis volucria;https://opentheso.huma-num.fr/?idc=107974&idt=th310;PLINE-11-annotéIPL
head;infixo semper sanguin<i> capite vivens atque ita intumescens;https://opentheso.huma-num.fr/?idc=105124&idt=th310;PLINE-11-annotéIPL
nourishment;infixo semper sanguin<i> capite vivens atque ita intumescens;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
bloodsucking;infixo semper sanguin<i> capite vivens atque ita intumescens;https://opentheso.huma-num.fr/?idc=107509&idt=th310;PLINE-11-annotéIPL
excretion;cui cibi non sit exitus;https://opentheso.huma-num.fr/?idc=105254&idt=th310;PLINE-11-annotéIPL
excretory system;cui cibi non sit exitus;https://opentheso.huma-num.fr/?idc=105239&idt=th310;PLINE-11-annotéIPL
death;dehiscit i<n> nimia satietate, alimento ipso moriens;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
nourishment;dehiscit i<n> nimia satietate, alimento ipso moriens;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
horse;iumentis;https://opentheso.huma-num.fr/?idc=pcrt6i8AcPBoY2&idt=th310;PLINE-11-annotéIPL
dog;in canibus aliquando;https://opentheso.huma-num.fr/?idc=pcrt4v7jKE3TVw&idt=th310;PLINE-11-annotéIPL
parasitism;"numquam hoc in iumentis gignitur, in bubus frequens, in canibus aliquando, in quibus omnia; in ovibus et in capris hoc solum";https://opentheso.huma-num.fr/?idc=105521&idt=th310;PLINE-11-annotéIPL
sheep;in ovibus et in capris hoc solum;https://opentheso.huma-num.fr/?idc=pcrtDtJwUVaZ0I&idt=th310;PLINE-11-annotéIPL
goat;in ovibus et in capris hoc solum;https://opentheso.huma-num.fr/?idc=pcrt3jcrAaRENB&idt=th310;PLINE-11-annotéIPL
tick;"Est animal eiusdem temporis, infixo semper sanguin<i> capite vivens atque ita intumescens. unum animalium, cui cibi non sit exitus, dehiscit i<n> nimia satietate, alimento ipso moriens. numquam hoc in iumentis gignitur, in bubus frequens, in canibus aliquando, in quibus omnia; in ovibus et in capris hoc solum.";https://opentheso.huma-num.fr/?idc=107976&idt=th310;PLINE-11-annotéIPL
habitat;in palustri aqua;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
bloodsucking;sanguinis et hirudinum in palustri aqua sitis;https://opentheso.huma-num.fr/?idc=107509&idt=th310;PLINE-11-annotéIPL
head;et hae toto capite conduntur;https://opentheso.huma-num.fr/?idc=105124&idt=th310;PLINE-11-annotéIPL
leech;"aeque mira sanguinis et hirudinum in palustri aqua sitis; namque et hae toto capite conduntur.";https://opentheso.huma-num.fr/?idc=105803&idt=th310;PLINE-11-annotéIPL
bite;aures maxime lancinans;https://opentheso.huma-num.fr/?idc=105616&idt=th310;PLINE-11-annotéIPL
dog;canibus peculiare suum malum, aures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=pcrt4v7jKE3TVw&idt=th310;PLINE-11-annotéIPL
parasitism;canibus peculiare suum malum, aures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=105521&idt=th310;PLINE-11-annotéIPL
dog;ures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=pcrt4v7jKE3TVw&idt=th310;PLINE-11-annotéIPL
self defense;ures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=105849&idt=th310;PLINE-11-annotéIPL
ear;ures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=105129&idt=th310;PLINE-11-annotéIPL
bite;ures maxime lancinans, quae defendi morsu non queunt;https://opentheso.huma-num.fr/?idc=105616&idt=th310;PLINE-11-annotéIPL
flying animal;est volucre canibus peculiare suum malum, aures maxime lancinans, quae defendi morsu non queunt.;https://opentheso.huma-num.fr/?idc=106749&idt=th310;PLINE-11-annotéIPL
flying animal parasite of dog;est volucre canibus peculiare suum malum, aures maxime lancinans, quae defendi morsu non queunt.;https://opentheso.huma-num.fr/?idc=107978&idt=th310;PLINE-11-annotéIPL
wool;in lanis et veste;https://opentheso.huma-num.fr/?idc=pcrtDfHvvnBWz7&idt=th310;PLINE-11-annotéIPL
spontaneous generation;pulvis in lanis et veste tineas creat;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;pulvis in lanis et veste tineas creat;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
spider;si araneus una includatur. siti<ens> enim et omnem umorem absorbens ariditatem ampliat;https://opentheso.huma-num.fr/?idc=105942&idt=th310;PLINE-11-annotéIPL
dryness;si araneus una includatur. siti<ens> enim et omnem umorem absorbens ariditatem ampliat;https://opentheso.huma-num.fr/?idc=105648&idt=th310;PLINE-11-annotéIPL
spontaneous generation;hoc et in chartis nascitur;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;hoc et in chartis nascitur;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
papyrus;hoc et in chartis nascitur;https://opentheso.huma-num.fr/?idc=107980&idt=th310;PLINE-11-annotéIPL
snail;tunicas suas trahentium quo cocleae modo;https://opentheso.huma-num.fr/?idc=106001&idt=th310;PLINE-11-annotéIPL
foot;harum pedes cernuntur;https://opentheso.huma-num.fr/?idc=105155&idt=th310;PLINE-11-annotéIPL
death;spoliatae <ex>-  [[118]]  spirant;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
larva;"earum genus tunicas suas trahentium quo cocleae modo; sed harum pedes cernuntur. spoliatae <ex>-  [[118]]  spirant.";https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
caterpillar with robe;"est earum genus tunicas suas trahentium quo cocleae modo; sed harum pedes cernuntur. spoliatae <ex>-  [[118]]  spirant. si adcrevere, faciunt chrysallidem.";https://opentheso.huma-num.fr/?idc=107982&idt=th310;PLINE-11-annotéIPL
fig gnat;ficarios culices caprificus generat;https://opentheso.huma-num.fr/?idc=107984&idt=th310;PLINE-11-annotéIPL
spontaneous generation;caprificus generat;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;caprificus generat;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
wild fig tree;caprificus generat;https://opentheso.huma-num.fr/?idc=107626&idt=th310;PLINE-11-annotéIPL
vermis;vermiculi;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
larva;vermiculi;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
fig tree;ficorum et piri et  peuces et cynacanthae et rosae;https://opentheso.huma-num.fr/?idc=107558&idt=th310;PLINE-11-annotéIPL
pear tree;ficorum et piri et  peuces et cynacanthae et rosae;https://opentheso.huma-num.fr/?idc=107988&idt=th310;PLINE-11-annotéIPL
pine tree;ficorum et piri et  peuces et cynacanthae et rosae;https://opentheso.huma-num.fr/?idc=107990&idt=th310;PLINE-11-annotéIPL
wing;alae medentur;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
medical use of part of animal;alae medentur;https://opentheso.huma-num.fr/?idc=105584&idt=th310;PLINE-11-annotéIPL
poison;venenum hoc remedia secum habet: alae medentur, quibus demptis letale est;https://opentheso.huma-num.fr/?idc=105198&idt=th310;PLINE-11-annotéIPL
cantharides;cantharidas vermiculi ficorum et piri et  peuces et cynacanthae et rosae. venenum hoc remedia secum habet: alae medentur, quibus demptis letale est.;https://opentheso.huma-num.fr/?idc=107986&idt=th310;PLINE-11-annotéIPL
spontaneous generation;rursus alia genera culicum acescens natura gignit,;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;rursus alia genera culicum acescens natura gignit,;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
gnat;rursus alia genera culicum acescens natura gignit,;https://opentheso.huma-num.fr/?idc=107416&idt=th310;PLINE-11-annotéIPL
spontaneous generation;in nive inveniantur vetustiore vermiculi rutili;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
color;rutili;https://opentheso.huma-num.fr/?idc=105273&idt=th310;PLINE-11-annotéIPL
hair;hirti pilis;https://opentheso.huma-num.fr/?idc=105173&idt=th310;PLINE-11-annotéIPL
red worm born from snow;in nive inveniantur vetustiore vermiculi rutili_nam et ipsa nix vetustate rufescit_ hirti pilis,;https://opentheso.huma-num.fr/?idc=107992&idt=th310;PLINE-11-annotéIPL
Media;in Media;https://opentheso.huma-num.fr/?idc=pcrtWAWgqtIwmR&idt=th310;PLINE-11-annotéIPL
color;candidi;https://opentheso.huma-num.fr/?idc=105273&idt=th310;PLINE-11-annotéIPL
size;grandiores;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
vermis;vermiculi rutili_nam et ipsa nix vetustate rufescit_ hirti pilis, in Media quidem candidi, grandiores torpentesque;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
speed;torpentesque;https://opentheso.huma-num.fr/?idc=105387&idt=th310;PLINE-11-annotéIPL
white worm born from snow;in Media quidem candidi, grandiores torpentesque;https://opentheso.huma-num.fr/?idc=107994&idt=th310;PLINE-11-annotéIPL
Cyprus;in Cypri;https://opentheso.huma-num.fr/?idc=107842&idt=th310;PLINE-11-annotéIPL
habitat;aerariis fornacibus;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
human space;aerariis fornacibus;https://opentheso.huma-num.fr/?idc=108018&idt=th310;PLINE-11-annotéIPL
size;maioris muscae magnitudinis;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
fly;maioris muscae magnitudinis;https://opentheso.huma-num.fr/?idc=105121&idt=th310;PLINE-11-annotéIPL
wing;pinnatum;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
winged;pinnatum;https://opentheso.huma-num.fr/?idc=106753&idt=th310;PLINE-11-annotéIPL
spontaneous generation;medio igni maioris muscae magnitudinis volat pinnatum quadrupes;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
fire;medio igni maioris muscae magnitudinis volat pinnatum quadrupes;https://opentheso.huma-num.fr/?idc=pcrtmhUStm5T6Y&idt=th310;PLINE-11-annotéIPL
quadruped;quadrupes;https://opentheso.huma-num.fr/?idc=5038&idt=th310;PLINE-11-annotéIPL
intellectual authority;a quibusdam pyroto<con>;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;a quibusdam pyroto<con>;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
locomotion form;volatu;https://opentheso.huma-num.fr/?idc=105379&idt=th310;PLINE-11-annotéIPL
flying;volatu;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
death;cum evasit longiore paulo volatu, emoritur;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
Black Sea;in Ponto;https://opentheso.huma-num.fr/?idc=105701&idt=th310;PLINE-11-annotéIPL
solstice;circa solstitium;https://opentheso.huma-num.fr/?idc=107437&idt=th310;PLINE-11-annotéIPL
grape;acinorum;https://opentheso.huma-num.fr/?idc=108399&idt=th310;PLINE-11-annotéIPL
egg;defert acinorum effigie tenues membranas;https://opentheso.huma-num.fr/?idc=105548&idt=th310;PLINE-11-annotéIPL
flying animal;erumpit volucre quadrupes;https://opentheso.huma-num.fr/?idc=106749&idt=th310;PLINE-11-annotéIPL
quadruped;erumpit volucre quadrupes;https://opentheso.huma-num.fr/?idc=5038&idt=th310;PLINE-11-annotéIPL
spontaneous generation;"Sic quaedam ex imbri generantur in terra, quaedam et in ligno. nec enim cossi tantum in eo, sed etiam tabani ex eo nascuntur et alias, ubicumque umor est nimius, sicut intra hominem taeniae tricenum pedum,  [[114]] aliquando et plurium longitudine. iam in carne exanima et viventium quoque hominum et capillo, qua foeditate et Sulla dictator et Alcman ex clarissimis Graeciae poetis obiere. hoc quidem et aves infestat, phasianas vero inter-  [[115]] emit nisi pulverantes sese; pilos habentium asinum tantum inmunem hoc malo credunt et oves. gignuntur autem et vestis genere, praecipue lanicio interemptarum a lupis ovium. aquas quoque quasdam, quibus lavemur, fertiliores eius generis invenio apud auctores, quippe cum etiam cerae id gignant quod animali<um> minimum existimatur. alia rursus generantur sordibus aridi soli, posteriorum lascivia crurum petaurist<ae>, alia pulvere umido in cavernis volucria.  [[116]]  Est animal eiusdem temporis, infixo semper sanguin<i> capite vivens atque ita intumescens. unum animalium, cui cibi non sit exitus, dehiscit i<n> nimia satietate, alimento ipso moriens. numquam hoc in iumentis gignitur, in bubus frequens, in canibus aliquando, in quibus omnia; in ovibus et in capris hoc solum. aeque mira sanguinis et hirudinum in palustri aqua sitis; namque et hae toto capite conduntur. est volucre canibus peculiare suum malum, aures maxime lancinans, quae defendi morsu non queunt.  [[117]] Idem pulvis in lanis et veste tineas creat, praecipue si araneus una includatur. siti<ens> enim et omnem umorem absorbens ariditatem ampliat. hoc et in chartis nascitur. est earum genus tunicas suas trahentium quo cocleae modo; sed harum pedes cernuntur. spoliatae <ex>-  [[118]]  spirant. si adcrevere, faciunt chrysallidem. ficarios culices caprificus generat, cantharidas vermiculi ficorum et piri et  peuces et cynacanthae et rosae. venenum hoc remedia secum habet: alae medentur, quibus demptis letale est. rursus alia genera culicum acescens natura gignit, quippe cum et in nive inveniantur vetustiore vermiculi rutili_nam et ipsa nix vetustate rufescit_ hirti pilis, in Media quidem candidi, grandiores torpentesque. [[119]] Gignit aliqua et contrarium naturae elementum. siquidem in Cypri aerariis fornacibus et medio igni maioris muscae magnitudinis volat pinnatum quadrupes; appellatur pyrallis, a quibusdam pyroto<con>. quamdiu est in igni, vivit; cum evasit longiore paulo volatu, emoritur.  [[120]] Hypanis fluvius in Ponto circa solstitium defert acinorum effigie tenues membranas, quibus erumpit volucre quadrupes supra dicti modo";https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
