annotation;text;concept;chapter
crab;cancrorum etiam odore, si quis iuxta coquat,;https://opentheso.huma-num.fr/?idc=105950&idt=th310;PLINE-11-annotéIPL
smell;cancrorum etiam odore, si quis iuxta coquat, exanimantur.;https://opentheso.huma-num.fr/?idc=105402&idt=th310;PLINE-11-annotéIPL
death;cancrorum etiam odore, si quis iuxta coquat, exanimantur.;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
warm;in teporem solis;https://opentheso.huma-num.fr/?idc=105646&idt=th310;PLINE-11-annotéIPL
nourishment;aliae cibos ministrant;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
animal disease;Quin et morbos suapte natura sentiunt. index eorum tristitia torpens et cum ante fores in teporem solis promotis aliae cibos ministrant;https://opentheso.huma-num.fr/?idc=105819&idt=th310;PLINE-11-annotéIPL
solidarity;cum ante fores in teporem solis promotis aliae cibos ministrant;https://opentheso.huma-num.fr/?idc=105498&idt=th310;PLINE-11-annotéIPL
sound;tristi tantum murmure glomeratur circa corpus;https://opentheso.huma-num.fr/?idc=105250&idt=th310;PLINE-11-annotéIPL
zootechnical profession;"subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt;";https://opentheso.huma-num.fr/?idc=105323&idt=th310;PLINE-11-annotéIPL
beekeeper;"subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt;";https://opentheso.huma-num.fr/?idc=105312&idt=th310;PLINE-11-annotéIPL
king bee;"rege ea peste consumpto maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur";https://opentheso.huma-num.fr/?idc=107580&idt=th310;PLINE-11-annotéIPL
starvation;"non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur";https://opentheso.huma-num.fr/?idc=108058&idt=th310;PLINE-11-annotéIPL
social organisation;"maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur";https://opentheso.huma-num.fr/?idc=105458&idt=th310;PLINE-11-annotéIPL
hierarchy;"maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur";https://opentheso.huma-num.fr/?idc=105459&idt=th310;PLINE-11-annotéIPL
respect towards the dead;"cum defunctas progerunt [[64]] funerantiumque more comitantur exequias. rege ea peste consumpto maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur.";https://opentheso.huma-num.fr/?idc=105509&idt=th310;PLINE-11-annotéIPL
death;"cum defunctas progerunt [[64]] funerantiumque more comitantur exequias. rege ea peste consumpto maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur.";https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
joy;hilaritate igitur et nitore sanitas aestimatur.;https://opentheso.huma-num.fr/?idc=106630&idt=th310;PLINE-11-annotéIPL
work;operis morbi;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
hive;favos;https://opentheso.huma-num.fr/?idc=105470&idt=th310;PLINE-11-annotéIPL
claros;cum favos non explent, claron vocant;https://opentheso.huma-num.fr/?idc=107680&idt=th310;PLINE-11-annotéIPL
blapsigonia;item blapsigonian, si fetum non peragant;https://opentheso.huma-num.fr/?idc=107686&idt=th310;PLINE-11-annotéIPL
offspring;item blapsigonian, si fetum non peragant;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
animal disease;"sunt et operis morbi: cum favos non explent, claron vocant; item blapsigonian, si fetum non peragant.";https://opentheso.huma-num.fr/?idc=105819&idt=th310;PLINE-11-annotéIPL
fear;qui pavidas alterno pulset ictu;https://opentheso.huma-num.fr/?idc=105474&idt=th310;PLINE-11-annotéIPL
echo;"Inimica et echo est resultanti sono, qui pavidas alterno pulset ictu;";https://opentheso.huma-num.fr/?idc=107691&idt=th310;PLINE-11-annotéIPL
fog;inimica et nebula.;https://opentheso.huma-num.fr/?idc=107693&idt=th310;PLINE-11-annotéIPL
interspecific hate;aranei quoque vel maxime hostiles: cum praevaluere, ut intexant, enecant alvos.;https://opentheso.huma-num.fr/?idc=105493&idt=th310;PLINE-11-annotéIPL
enmity;aranei quoque vel maxime hostiles: cum praevaluere, ut intexant, enecant alvos.;https://opentheso.huma-num.fr/?idc=105519&idt=th310;PLINE-11-annotéIPL
spider;aranei quoque vel maxime hostiles: cum praevaluere, ut intexant, enecant alvos.;https://opentheso.huma-num.fr/?idc=105942&idt=th310;PLINE-11-annotéIPL
nourishment;ceras depascitur;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
wax;ceras depascitur;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
woodworm;teredines gignuntur;https://opentheso.huma-num.fr/?idc=107513&idt=th310;PLINE-11-annotéIPL
excrement;relinquit excrementa, e quibus teredines gignuntur;https://opentheso.huma-num.fr/?idc=105407&idt=th310;PLINE-11-annotéIPL
wing;alarum [[66]] maxime e lanugine;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
parasitism;"pestifer, nec uno modo: nam et ipse ceras depascitur et relinquit excrementa, e quibus teredines gignuntur; fila etiam araneosa, quacumque incessit, alarum [[66]] maxime e lanugine obtexit";https://opentheso.huma-num.fr/?idc=105521&idt=th310;PLINE-11-annotéIPL
spider silk;fila etiam araneosa, quacumque incessit, alarum [[66]] maxime e lanugine obtexit;https://opentheso.huma-num.fr/?idc=107695&idt=th310;PLINE-11-annotéIPL
pyraustes;"papilio etiam hic ignavus et inhonoratus, luminibus accensis advolitans, pestifer, nec uno modo: nam et ipse ceras depascitur et relinquit excrementa, e quibus teredines gignuntur; fila etiam araneosa, quacumque incessit, alarum [[66]] maxime e lanugine obtexit.";https://opentheso.huma-num.fr/?idc=107684&idt=th310;PLINE-11-annotéIPL
wood;in ipso ligno;https://opentheso.huma-num.fr/?idc=pcrtMr3tb79bV8&idt=th310;PLINE-11-annotéIPL
nourishment;ceras praecipue adpetunt;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
wax;ceras praecipue adpetunt;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
woodworm;nascuntur et in ipso ligno teredines, quae ceras praecipue adpetunt.;https://opentheso.huma-num.fr/?idc=107513&idt=th310;PLINE-11-annotéIPL
parasitism;nascuntur et in ipso ligno teredines, quae ceras praecipue adpetunt.;https://opentheso.huma-num.fr/?idc=105521&idt=th310;PLINE-11-annotéIPL
hunger;aviditas pastus;https://opentheso.huma-num.fr/?idc=105840&idt=th310;PLINE-11-annotéIPL
flower;nimia florum satietate;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
spring;verno maxime tempore;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
belly;alvo;https://opentheso.huma-num.fr/?idc=105148&idt=th310;PLINE-11-annotéIPL
animal disease;infestat et aviditas pastus, nimia florum satietate verno maxime tempore alvo cita.;https://opentheso.huma-num.fr/?idc=105819&idt=th310;PLINE-11-annotéIPL
entomon;omnia insecta;https://opentheso.huma-num.fr/?idc=107515&idt=th310;PLINE-11-annotéIPL
head;capite;https://opentheso.huma-num.fr/?idc=105124&idt=th310;PLINE-11-annotéIPL
sun;in sole;https://opentheso.huma-num.fr/?idc=pcrtbnf4dSz1IR&idt=th310;PLINE-11-annotéIPL
oil;oleo quidem non apes tantum, sed omnia insecta exa- [[67]] nimantur, praecipue si capite uncto in sole ponantur.;https://opentheso.huma-num.fr/?idc=pcrttvE2YZwZu6&idt=th310;PLINE-11-annotéIPL
death;oleo quidem non apes tantum, sed omnia insecta exa- [[67]] nimantur, praecipue si capite uncto in sole ponantur.;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
death;aliquando et ipsae contrahunt mortis sibi causas, cum sensere eximi mella, avide vorantes,;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
hunger;aliquando et ipsae contrahunt mortis sibi causas, cum sensere eximi mella, avide vorantes,;https://opentheso.huma-num.fr/?idc=105840&idt=th310;PLINE-11-annotéIPL
nourishment;aliquando et ipsae contrahunt mortis sibi causas, cum sensere eximi mella, avide vorantes,;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
honey;aliquando et ipsae contrahunt mortis sibi causas, cum sensere eximi mella, avide vorantes,;https://opentheso.huma-num.fr/?idc=pcrtsPauzzRS5z&idt=th310;PLINE-11-annotéIPL
waste/saving;prodigas atque edaces;https://opentheso.huma-num.fr/?idc=107697&idt=th310;PLINE-11-annotéIPL
work;pigras et ignavas;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
laziness;pigras et ignavas;https://opentheso.huma-num.fr/?idc=107584&idt=th310;PLINE-11-annotéIPL
social behaviour;cetero praeparcae et quae alioqui prodigas atque edaces non secus ac pigras et ignavas proturbent.;https://opentheso.huma-num.fr/?idc=105454&idt=th310;PLINE-11-annotéIPL
sense of justice;cetero praeparcae et quae alioqui prodigas atque edaces non secus ac pigras et ignavas proturbent.;https://opentheso.huma-num.fr/?idc=105441&idt=th310;PLINE-11-annotéIPL
loin;inlitaeque ab aversa parte;https://opentheso.huma-num.fr/?idc=105142&idt=th310;PLINE-11-annotéIPL
honey;nocent et sua mella ipsis inlitaeque ab aversa parte moriuntur.;https://opentheso.huma-num.fr/?idc=pcrtsPauzzRS5z&idt=th310;PLINE-11-annotéIPL
poison;nocent et sua mella ipsis inlitaeque ab aversa parte moriuntur.;https://opentheso.huma-num.fr/?idc=105198&idt=th310;PLINE-11-annotéIPL
use of animal;tam munificum animal;https://opentheso.huma-num.fr/?idc=106286&idt=th310;PLINE-11-annotéIPL
death;nocent et sua mella ipsis inlitaeque ab aversa parte moriuntur. tot hostibus, tot casibus _et quotam portionem eorum commemoro?_ tam munificum animal expositum est.;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
medical use of animal product;"remedia dicemus suis locis; nunc enim sermo de natura est.";https://opentheso.huma-num.fr/?idc=105585&idt=th310;PLINE-11-annotéIPL
pleasure;Gaudent;https://opentheso.huma-num.fr/?idc=105497&idt=th310;PLINE-11-annotéIPL
hearing;Gaudent plausu atque tinnitu aeris eoque convocantur. quo manifestum est auditus quoque inesse sensum.;https://opentheso.huma-num.fr/?idc=105405&idt=th310;PLINE-11-annotéIPL
bronze;Gaudent plausu atque tinnitu aeris eoque convocantur. quo manifestum est auditus quoque inesse sensum.;https://opentheso.huma-num.fr/?idc=pcrtjzKlry0LZi&idt=th310;PLINE-11-annotéIPL
work;effecto opere;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
offspring;educto fetu;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
flying;spatiataeque in aperto et in altum elatae, gyris volatu editis,;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
nourishment;tum demum [[69]] ad cibum redeunt;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
exercise;effecto opere, educto fetu functae munere omni exercitationem tamen sollemnem habent, spatiataeque in aperto et in altum elatae, gyris volatu editis, tum demum [[69]] ad cibum redeunt.;https://opentheso.huma-num.fr/?idc=107699&idt=th310;PLINE-11-annotéIPL
longevity;vita <i>is longissima, ut prospere inimica ac fortuita cedant, septenis annis.;https://opentheso.huma-num.fr/?idc=105283&idt=th310;PLINE-11-annotéIPL
longevity;universas alvos numquam ultra decem annos durasse proditur.;https://opentheso.huma-num.fr/?idc=105283&idt=th310;PLINE-11-annotéIPL
hive;universas alvos numquam ultra decem annos durasse proditur.;https://opentheso.huma-num.fr/?idc=105470&idt=th310;PLINE-11-annotéIPL
winter;si intra tectum hieme serventur;https://opentheso.huma-num.fr/?idc=105657&idt=th310;PLINE-11-annotéIPL
spring;dein sole verno torreantur;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
sun;dein sole verno torreantur;https://opentheso.huma-num.fr/?idc=pcrtbnf4dSz1IR&idt=th310;PLINE-11-annotéIPL
warm;dein sole verno torreantur;https://opentheso.huma-num.fr/?idc=105646&idt=th310;PLINE-11-annotéIPL
fig tree;ac ficulneo cinere tepido foveantur;https://opentheso.huma-num.fr/?idc=107558&idt=th310;PLINE-11-annotéIPL
death;"sunt qui mortuas, si intra tectum hieme serventur, dein sole verno torreantur ac ficulneo cinere tepido foveantur, putent revive- [[70]] scere;";https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
resurrection;"sunt qui mortuas, si intra tectum hieme serventur, dein sole verno torreantur ac ficulneo cinere tepido foveantur, putent revive- [[70]] scere;";https://opentheso.huma-num.fr/?idc=107701&idt=th310;PLINE-11-annotéIPL
spontaneous generation;in totum vero amissas reparari ventribus bubulis recentibus cum fimo obrutis;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;in totum vero amissas reparari ventribus bubulis recentibus cum fimo obrutis;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
belly;ventribus bubulis recentibus cum fimo obrutis,;https://opentheso.huma-num.fr/?idc=105148&idt=th310;PLINE-11-annotéIPL
manure;ventribus bubulis recentibus cum fimo obrutis,;https://opentheso.huma-num.fr/?idc=107703&idt=th310;PLINE-11-annotéIPL
youth;iuvencorum corpore exanimato;https://opentheso.huma-num.fr/?idc=105798&idt=th310;PLINE-11-annotéIPL
death;iuvencorum corpore exanimato;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
intellectual authority;Vergilius iuvencorum corpore exanimato,;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
poet;Vergilius iuvencorum corpore exanimato,;https://opentheso.huma-num.fr/?idc=105304&idt=th310;PLINE-11-annotéIPL
Virgil;Vergilius iuvencorum corpore exanimato,;https://opentheso.huma-num.fr/?idc=pcrtRw0DbSjPwn&idt=th310;PLINE-11-annotéIPL
horse;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=pcrt6i8AcPBoY2&idt=th310;PLINE-11-annotéIPL
death;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
wasp;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
hornet;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=107662&idt=th310;PLINE-11-annotéIPL
spontaneous generation;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from dead body;sicut equorum vespas atque crabrones;https://opentheso.huma-num.fr/?idc=105369&idt=th310;PLINE-11-annotéIPL
ass;asinorum scarabaeos;https://opentheso.huma-num.fr/?idc=pcrt1eSDN7pc4r&idt=th310;PLINE-11-annotéIPL
spontaneous generation;sicut asinorum scarabaeos,;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from dead body;sicut asinorum scarabaeos,;https://opentheso.huma-num.fr/?idc=105369&idt=th310;PLINE-11-annotéIPL
spontaneous generation;in totum vero amissas reparari ventribus bubulis recentibus cum fimo obrutis, Vergilius iuvencorum corpore exanimato, sicut equorum vespas atque crabrones, sicut asinorum scarabaeos, mutante natura ex aliis quaedam in alia.;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
mating;horum omnium coitus cernuntur;https://opentheso.huma-num.fr/?idc=107233&idt=th310;PLINE-11-annotéIPL
offspring;in fetu eadem prope natura quae apibus;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
baby;in fetu eadem prope natura quae apibus;https://opentheso.huma-num.fr/?idc=105291&idt=th310;PLINE-11-annotéIPL
larviparous;in fetu eadem prope natura quae apibus;https://opentheso.huma-num.fr/?idc=105360&idt=th310;PLINE-11-annotéIPL
similarity to another animal;eadem prope natura quae apibus;https://opentheso.huma-num.fr/?idc=105268&idt=th310;PLINE-11-annotéIPL
bee;eadem prope natura quae apibus;https://opentheso.huma-num.fr/?idc=pcrtnpPag9iONJ&idt=th310;PLINE-11-annotéIPL
